age,job,marital,education,default,balance,housing,loan,contact,day,month,pdays,poutcome,deposit,deposit_encoded,duration_log,campaign_log,previous_log,cluster
70.0,retired,married,secondary,no,2575.0,no,no,telephone,20,apr,-1.0,unknown,yes,1.0,5.37989735354046,1.0986122886681098,0.0,3
44.0,blue-collar,married,secondary,yes,105.0,yes,no,cellular,20,apr,-1.0,unknown,yes,1.0,6.375024819828097,0.6931471805599453,0.0,1
59.0,management,married,tertiary,no,0.0,yes,yes,cellular,20,apr,-1.0,unknown,yes,1.0,5.973809611869261,0.6931471805599453,0.0,1
45.0,blue-collar,married,primary,yes,-443.0,yes,yes,cellular,20,apr,-1.0,unknown,yes,1.0,6.539585955617669,0.6931471805599453,0.0,1
39.0,technician,married,tertiary,no,1524.0,no,no,cellular,20,apr,-1.0,unknown,yes,1.0,6.342121418721152,0.6931471805599453,0.0,1
36.0,blue-collar,married,primary,no,1925.0,yes,no,cellular,20,apr,-1.0,unknown,yes,1.0,6.807934943699926,1.0986122886681098,0.0,3
74.5,retired,married,primary,no,240.0,no,no,cellular,20,apr,-1.0,unknown,yes,1.0,5.786897381366708,0.6931471805599453,0.0,1
28.0,technician,single,tertiary,no,387.0,yes,no,cellular,20,apr,53.375,failure,yes,1.0,5.327876168789581,0.6931471805599453,0.6931471805599453,2
50.0,self-employed,divorced,tertiary,no,13.0,yes,no,cellular,20,apr,-1.0,unknown,yes,1.0,4.343805421853684,0.6931471805599453,0.0,1
73.0,retired,divorced,tertiary,no,3203.0,no,no,cellular,20,apr,-1.0,unknown,yes,1.0,5.003946305945459,0.6931471805599453,0.0,3
34.0,management,married,tertiary,no,606.0,no,no,cellular,20,apr,-1.0,unknown,yes,1.0,4.584967478670572,0.6931471805599453,0.0,1
28.0,student,single,secondary,no,0.0,no,no,cellular,20,apr,-1.0,unknown,yes,1.0,5.225746673713202,0.6931471805599453,0.0,1
42.0,admin.,divorced,secondary,no,527.0,no,yes,cellular,20,apr,-1.0,unknown,yes,1.0,4.727387818712341,0.6931471805599453,0.0,1
54.0,unemployed,divorced,secondary,no,309.0,no,no,cellular,20,apr,-1.0,unknown,yes,1.0,5.488937726156687,0.6931471805599453,0.0,1
27.0,blue-collar,married,secondary,no,4087.0,no,no,cellular,20,apr,-1.0,unknown,yes,1.0,5.099866427824199,0.6931471805599453,0.0,3
73.0,retired,married,primary,no,253.0,no,no,cellular,20,apr,-1.0,unknown,yes,1.0,5.846438775057725,0.6931471805599453,0.0,1
33.0,management,single,tertiary,no,4087.0,no,no,cellular,20,apr,-1.0,unknown,yes,1.0,5.099866427824199,0.6931471805599453,0.0,3
51.0,entrepreneur,married,tertiary,no,83.0,no,no,cellular,20,apr,-1.0,unknown,yes,1.0,5.5909869805108565,1.0986122886681098,0.0,0
32.0,management,single,tertiary,no,819.0,yes,no,cellular,20,apr,-1.0,unknown,yes,1.0,4.74493212836325,1.0986122886681098,0.0,1
33.0,technician,married,secondary,no,1968.0,yes,no,cellular,20,apr,-1.0,unknown,yes,1.0,6.9411900550683745,1.3862943611198906,0.0,3
26.0,services,single,secondary,no,136.0,no,no,cellular,20,apr,-1.0,unknown,yes,1.0,4.795790545596741,0.6931471805599453,0.0,1
32.0,technician,single,secondary,no,1995.0,yes,no,cellular,20,apr,-1.0,unknown,yes,1.0,4.804021044733257,0.6931471805599453,0.0,1
41.0,blue-collar,divorced,primary,no,285.0,yes,no,cellular,20,apr,-1.0,unknown,yes,1.0,6.9411900550683745,1.0986122886681098,0.0,1
39.0,blue-collar,married,unknown,no,621.0,yes,no,cellular,20,apr,-1.0,unknown,yes,1.0,6.9411900550683745,1.791759469228055,0.0,0
24.0,student,single,secondary,no,597.0,yes,no,cellular,20,apr,-1.0,unknown,yes,1.0,6.8501261661455,1.3862943611198906,0.0,1
37.0,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,21,apr,-1.0,unknown,yes,1.0,4.990432586778736,1.6094379124341003,0.0,0
35.0,management,single,tertiary,no,1750.0,yes,no,cellular,21,apr,-1.0,unknown,yes,1.0,5.811140992976701,1.3862943611198906,0.0,0
26.0,student,single,tertiary,no,4087.0,no,no,cellular,21,apr,-1.0,unknown,yes,1.0,4.709530201312334,1.0986122886681098,0.0,3
29.0,technician,single,secondary,no,3466.0,no,no,cellular,21,apr,-1.0,unknown,yes,1.0,5.616771097666572,0.6931471805599453,0.0,3
63.0,retired,married,unknown,no,2193.0,no,no,telephone,21,apr,-1.0,unknown,yes,1.0,6.9411900550683745,1.6094379124341003,0.0,3
74.5,retired,divorced,primary,no,2282.0,no,no,telephone,21,apr,-1.0,unknown,yes,1.0,5.337538079701318,1.9459101490553132,0.0,0
65.0,retired,married,tertiary,no,1973.0,no,no,telephone,21,apr,-1.0,unknown,yes,1.0,5.983936280687191,1.3862943611198906,0.0,3
59.0,technician,married,secondary,no,4087.0,no,no,cellular,21,apr,-1.0,unknown,yes,1.0,4.61512051684126,0.6931471805599453,0.0,3
35.0,management,single,tertiary,no,704.0,no,no,cellular,21,apr,-1.0,unknown,yes,1.0,5.10594547390058,0.6931471805599453,0.0,1
74.0,retired,married,secondary,no,4087.0,no,no,cellular,21,apr,-1.0,unknown,yes,1.0,5.356586274672012,0.6931471805599453,0.0,3
56.0,unemployed,married,primary,no,3391.0,no,no,cellular,21,apr,-1.0,unknown,yes,1.0,5.497168225293202,0.6931471805599453,0.0,3
26.0,student,single,tertiary,no,1134.0,no,no,cellular,21,apr,-1.0,unknown,yes,1.0,6.142037405587356,1.6094379124341003,0.0,0
30.0,blue-collar,single,unknown,no,4087.0,no,no,cellular,21,apr,-1.0,unknown,yes,1.0,5.0106352940962555,1.0986122886681098,0.0,3
29.0,self-employed,married,secondary,no,123.0,no,yes,cellular,21,apr,53.375,success,yes,1.0,5.0689042022202315,1.0986122886681098,0.6931471805599453,2
74.5,retired,married,primary,no,4087.0,no,no,telephone,21,apr,-1.0,unknown,yes,1.0,4.927253685157205,1.0986122886681098,0.0,3
45.0,management,divorced,unknown,no,0.0,no,no,cellular,21,apr,-1.0,unknown,yes,1.0,5.631211781821365,1.3862943611198906,0.0,0
29.0,blue-collar,single,secondary,no,2.0,yes,yes,cellular,21,apr,-1.0,unknown,yes,1.0,5.940171252720432,1.791759469228055,0.0,0
39.0,admin.,married,tertiary,no,1108.0,no,no,cellular,21,apr,-1.0,unknown,yes,1.0,5.3230099791384085,0.6931471805599453,0.0,1
45.0,management,married,tertiary,no,212.0,no,no,cellular,21,apr,-1.0,unknown,yes,1.0,4.189654742026425,1.0986122886681098,0.0,0
45.0,technician,married,tertiary,no,4087.0,no,no,cellular,22,apr,-1.0,unknown,yes,1.0,5.834810737062605,1.0986122886681098,0.0,3
36.0,student,single,secondary,no,17.0,no,no,cellular,22,apr,-1.0,unknown,yes,1.0,6.432940092739179,0.6931471805599453,0.0,1
41.0,management,single,unknown,no,942.0,no,no,cellular,22,apr,-1.0,unknown,yes,1.0,5.393627546352362,0.6931471805599453,0.0,1
38.0,technician,married,secondary,no,0.0,yes,no,cellular,22,apr,-1.0,unknown,yes,1.0,5.755742213586912,0.6931471805599453,0.0,1
33.0,admin.,married,tertiary,no,882.0,no,no,cellular,22,apr,53.375,failure,yes,1.0,4.653960350157523,0.6931471805599453,1.252762968495368,2
30.0,services,married,tertiary,no,81.0,no,no,cellular,22,apr,-1.0,unknown,yes,1.0,4.983606621708336,0.6931471805599453,0.0,1
65.0,retired,married,primary,no,276.0,no,no,cellular,22,apr,-1.0,unknown,yes,1.0,5.438079308923196,0.6931471805599453,0.0,1
74.5,retired,married,tertiary,no,2991.0,no,no,cellular,22,apr,-1.0,unknown,yes,1.0,5.484796933490655,0.6931471805599453,0.0,3
65.0,management,divorced,tertiary,no,90.0,yes,no,cellular,22,apr,-1.0,unknown,yes,1.0,6.0330862217988015,0.6931471805599453,0.0,1
53.0,management,married,tertiary,no,3754.0,no,no,cellular,22,apr,53.375,failure,yes,1.0,5.730099782973574,0.6931471805599453,1.0986122886681098,2
40.0,management,married,primary,no,395.0,yes,no,cellular,22,apr,-1.0,unknown,yes,1.0,5.4510384535657,1.6094379124341003,0.0,0
31.0,admin.,single,tertiary,no,676.0,yes,no,cellular,22,apr,53.375,other,yes,1.0,4.8283137373023015,1.0986122886681098,1.0986122886681098,2
25.0,student,single,secondary,no,8.0,no,no,cellular,22,apr,-1.0,unknown,yes,1.0,4.68213122712422,1.0986122886681098,0.0,1
37.0,technician,married,secondary,no,0.0,yes,no,cellular,22,apr,-1.0,unknown,yes,1.0,6.9411900550683745,1.3862943611198906,0.0,0
32.0,management,single,tertiary,no,2069.0,no,no,cellular,22,apr,-1.0,unknown,yes,1.0,6.302618975744905,0.6931471805599453,0.0,1
45.0,management,married,tertiary,no,506.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,5.438079308923196,1.0986122886681098,0.0,0
35.0,management,married,tertiary,no,8.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,4.543294782270004,1.3862943611198906,0.0,0
74.0,retired,married,primary,no,670.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,5.58724865840025,1.791759469228055,0.0,0
37.0,management,married,tertiary,no,0.0,yes,no,cellular,23,apr,53.375,failure,yes,1.0,5.493061443340548,1.791759469228055,1.252762968495368,2
59.0,blue-collar,married,primary,no,1939.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,5.153291594497779,0.6931471805599453,0.0,3
74.5,management,married,unknown,no,1780.0,yes,no,telephone,23,apr,-1.0,unknown,yes,1.0,6.025865973825314,1.3862943611198906,0.0,3
25.0,blue-collar,single,secondary,no,0.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,5.099866427824199,0.6931471805599453,0.0,1
27.0,services,single,secondary,no,955.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,5.332718793265369,0.6931471805599453,0.0,1
39.0,admin.,married,secondary,no,732.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,6.259581464064923,1.6094379124341003,0.0,0
24.0,services,single,unknown,no,2022.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,5.075173815233827,1.6094379124341003,0.0,0
28.0,blue-collar,single,tertiary,no,4087.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,4.762173934797756,1.6094379124341003,0.0,3
51.0,management,married,tertiary,no,4087.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,4.736198448394496,0.6931471805599453,0.0,3
66.0,retired,married,primary,no,2883.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,5.0689042022202315,0.6931471805599453,0.0,3
28.0,unemployed,single,primary,no,1374.0,no,no,cellular,23,apr,-1.0,unknown,yes,1.0,5.318119993844216,1.6094379124341003,0.0,0
30.0,management,single,tertiary,no,398.0,no,no,cellular,24,apr,-1.0,unknown,yes,1.0,5.4638318050256105,1.0986122886681098,0.0,1
58.0,blue-collar,married,secondary,no,3027.0,yes,no,cellular,24,apr,-1.0,unknown,yes,1.0,5.081404364984463,0.6931471805599453,0.0,3
32.0,management,single,tertiary,no,2974.0,yes,no,cellular,24,apr,4.0,failure,yes,1.0,5.429345628954441,0.6931471805599453,0.6931471805599453,3
31.0,technician,single,tertiary,no,1081.0,no,no,cellular,24,apr,53.375,failure,yes,1.0,5.313205979041787,1.791759469228055,1.0986122886681098,2
71.0,technician,married,tertiary,no,383.0,no,no,cellular,27,apr,-1.0,unknown,yes,1.0,5.963579343618446,1.3862943611198906,0.0,0
37.0,admin.,married,tertiary,no,3913.0,yes,no,cellular,27,apr,-1.0,unknown,yes,1.0,4.8283137373023015,0.6931471805599453,0.0,3
56.0,management,divorced,tertiary,no,3287.0,no,no,cellular,27,apr,-1.0,unknown,yes,1.0,6.210600077024653,0.6931471805599453,0.0,3
65.0,retired,married,primary,no,3629.0,no,no,cellular,27,apr,-1.0,unknown,yes,1.0,5.003946305945459,0.6931471805599453,0.0,3
72.0,self-employed,married,tertiary,no,132.0,no,no,cellular,27,apr,-1.0,unknown,yes,1.0,6.09807428216624,0.6931471805599453,0.0,1
51.0,admin.,single,secondary,no,726.0,yes,no,cellular,27,apr,-1.0,unknown,yes,1.0,4.499809670330265,1.9459101490553132,0.0,0
35.0,blue-collar,married,secondary,no,149.0,yes,no,cellular,29,apr,53.375,other,yes,1.0,6.230481447578482,1.3862943611198906,0.6931471805599453,2
34.0,blue-collar,married,secondary,no,640.0,yes,no,cellular,29,apr,-1.0,unknown,yes,1.0,6.456769655572163,1.0986122886681098,0.0,1
29.0,admin.,married,secondary,no,4087.0,yes,no,cellular,29,apr,53.375,failure,yes,1.0,6.8690144506657065,1.0986122886681098,1.0986122886681098,2
30.0,technician,single,tertiary,no,53.0,no,no,cellular,29,apr,-1.0,unknown,yes,1.0,5.929589143389895,0.6931471805599453,0.0,1
39.0,technician,single,secondary,no,15.0,yes,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.236369590203704,0.6931471805599453,0.0,1
45.0,management,married,tertiary,no,242.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.376726947898627,0.6931471805599453,0.0,1
28.0,admin.,single,secondary,no,377.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.349138991379798,0.6931471805599453,0.0,1
52.0,unemployed,married,secondary,no,94.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.501258210544727,0.6931471805599453,0.0,1
59.0,retired,married,primary,no,363.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.993961427306569,0.6931471805599453,0.0,1
38.0,services,married,secondary,no,1970.0,yes,no,cellular,30,apr,53.375,success,yes,1.0,6.553933404025811,0.6931471805599453,0.6931471805599453,2
47.0,technician,married,secondary,no,1167.0,yes,no,cellular,30,apr,53.375,failure,yes,1.0,6.876264611890766,0.6931471805599453,1.252762968495368,2
52.0,management,married,tertiary,no,193.0,no,no,cellular,30,apr,53.375,failure,yes,1.0,5.945420608606575,0.6931471805599453,0.6931471805599453,2
38.0,management,married,tertiary,no,0.0,yes,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.349138991379798,0.6931471805599453,0.0,1
29.0,student,single,secondary,no,78.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.480638923341991,0.6931471805599453,0.0,1
36.0,unemployed,single,tertiary,no,1291.0,no,no,cellular,30,apr,53.375,success,yes,1.0,5.278114659230517,0.6931471805599453,0.6931471805599453,2
58.0,retired,married,tertiary,no,1425.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.41610040220442,0.6931471805599453,0.0,3
31.0,technician,married,tertiary,no,3382.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.606650186198215,0.6931471805599453,0.0,3
59.0,retired,divorced,secondary,no,4087.0,yes,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.580639137284949,0.6931471805599453,0.0,3
47.0,blue-collar,married,secondary,no,1230.0,yes,no,cellular,30,apr,53.375,success,yes,1.0,6.023447592961033,0.6931471805599453,0.6931471805599453,2
36.0,admin.,married,secondary,no,96.0,no,no,cellular,30,apr,53.375,success,yes,1.0,5.342334251964811,0.6931471805599453,0.6931471805599453,2
21.0,student,single,secondary,no,224.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.77078942390898,0.6931471805599453,0.0,1
23.0,student,single,secondary,no,0.0,no,no,cellular,30,apr,53.375,success,yes,1.0,5.697093486505405,0.6931471805599453,1.252762968495368,2
47.0,blue-collar,married,secondary,no,1730.0,yes,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.44673737166631,0.6931471805599453,0.0,3
29.0,management,single,tertiary,no,697.0,no,no,cellular,30,apr,53.375,success,yes,1.0,5.902633333401366,0.6931471805599453,0.6931471805599453,2
25.0,management,single,tertiary,no,943.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.240275845170769,0.6931471805599453,0.0,1
37.0,technician,married,secondary,no,1458.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.641907070938114,0.6931471805599453,0.0,1
33.0,admin.,married,secondary,no,95.0,yes,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.817111159963204,0.6931471805599453,0.0,1
59.0,technician,married,secondary,no,2308.0,no,no,cellular,30,apr,53.375,other,yes,1.0,6.704414354964107,0.6931471805599453,0.6931471805599453,2
58.0,management,divorced,tertiary,no,4087.0,no,no,cellular,30,apr,53.375,success,yes,1.0,5.872117789475416,0.6931471805599453,0.6931471805599453,2
44.0,blue-collar,married,unknown,no,1529.0,yes,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.8522024797744745,0.6931471805599453,0.0,1
48.0,blue-collar,married,secondary,no,292.0,no,no,cellular,30,apr,53.375,success,yes,1.0,5.605802066295998,0.6931471805599453,0.6931471805599453,2
34.0,self-employed,married,primary,no,4087.0,yes,yes,cellular,30,apr,-1.0,unknown,yes,1.0,5.950642552587727,0.6931471805599453,0.0,3
42.0,technician,married,unknown,no,1559.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.910796644040527,0.6931471805599453,0.0,1
54.0,admin.,divorced,secondary,no,1693.0,no,no,cellular,30,apr,53.375,other,yes,1.0,6.9411900550683745,0.6931471805599453,1.0986122886681098,2
42.0,technician,married,tertiary,no,757.0,no,no,cellular,30,apr,53.375,success,yes,1.0,5.872117789475416,0.6931471805599453,0.6931471805599453,2
42.0,blue-collar,married,primary,no,201.0,yes,no,cellular,30,apr,53.375,failure,yes,1.0,6.7357800142423265,0.6931471805599453,1.0986122886681098,2
44.0,self-employed,divorced,tertiary,no,1070.0,yes,no,cellular,30,apr,53.375,other,yes,1.0,5.945420608606575,0.6931471805599453,1.0986122886681098,2
37.0,blue-collar,married,secondary,no,1330.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.968707559985366,0.6931471805599453,0.0,1
29.0,student,single,secondary,no,314.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.144185634125646,0.6931471805599453,0.0,1
47.0,management,married,unknown,no,677.0,no,no,cellular,30,apr,53.375,failure,yes,1.0,6.803505257608338,1.0986122886681098,1.0986122886681098,2
24.0,management,single,tertiary,no,2845.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.659293919683638,1.0986122886681098,0.0,3
34.0,admin.,single,secondary,no,-32.0,no,yes,cellular,30,apr,-1.0,unknown,yes,1.0,5.5093883366279774,1.0986122886681098,0.0,0
30.0,management,single,tertiary,no,398.0,no,no,cellular,30,apr,6.0,success,yes,1.0,6.318968113746434,0.6931471805599453,1.0986122886681098,2
46.0,technician,married,secondary,no,0.0,no,no,cellular,30,apr,53.375,other,yes,1.0,5.303304908059076,0.6931471805599453,1.0986122886681098,2
34.0,services,married,secondary,no,1337.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.093569770045136,0.6931471805599453,0.0,1
59.0,retired,married,secondary,no,493.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.472270673671475,0.6931471805599453,0.0,1
35.0,management,single,tertiary,no,1750.0,yes,no,cellular,30,apr,9.0,success,yes,1.0,6.5337888379333435,0.6931471805599453,1.252762968495368,2
33.0,technician,married,tertiary,no,4087.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.0867747269123065,0.6931471805599453,0.0,3
35.0,management,married,tertiary,no,193.0,yes,no,cellular,30,apr,13.0,failure,yes,1.0,6.338594078203183,0.6931471805599453,0.6931471805599453,1
37.0,management,married,tertiary,no,4087.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.501258210544727,0.6931471805599453,0.0,3
35.0,admin.,single,tertiary,no,994.0,no,no,cellular,30,apr,53.375,failure,yes,1.0,5.993961427306569,0.6931471805599453,1.0986122886681098,2
38.0,technician,single,tertiary,no,1101.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.68586094706836,0.6931471805599453,0.0,1
33.0,blue-collar,single,unknown,no,129.0,yes,yes,cellular,30,apr,53.375,failure,yes,1.0,6.180016653652572,0.6931471805599453,0.6931471805599453,2
42.0,management,married,tertiary,no,4087.0,yes,no,cellular,30,apr,53.375,failure,yes,1.0,5.75890177387728,0.6931471805599453,1.0986122886681098,2
33.0,management,married,tertiary,no,55.0,no,no,cellular,30,apr,53.375,failure,yes,1.0,6.267200548541362,1.0986122886681098,1.252762968495368,2
53.0,management,married,tertiary,no,1624.0,no,no,cellular,30,apr,53.375,success,yes,1.0,5.652489180268651,1.3862943611198906,1.252762968495368,2
53.0,services,married,secondary,no,341.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.049733455231958,1.0986122886681098,0.0,0
31.0,management,single,tertiary,no,2016.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.3471075307174685,0.6931471805599453,0.0,3
26.0,admin.,single,secondary,no,255.0,no,no,cellular,30,apr,53.375,success,yes,1.0,6.126869184114185,0.6931471805599453,0.6931471805599453,2
30.0,technician,single,secondary,no,4087.0,yes,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.594711379601839,1.3862943611198906,0.0,3
24.0,admin.,single,secondary,no,1052.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.872117789475416,0.6931471805599453,0.0,1
28.0,management,single,tertiary,no,1808.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.736572297479192,0.6931471805599453,0.0,1
26.0,unemployed,single,tertiary,no,3511.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.0867747269123065,1.0986122886681098,0.0,3
35.0,technician,married,secondary,no,518.0,yes,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.424869023905388,0.6931471805599453,0.0,1
28.0,technician,single,secondary,no,227.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.631211781821365,0.6931471805599453,0.0,1
30.0,admin.,single,secondary,no,270.0,no,no,cellular,30,apr,53.375,success,yes,1.0,6.082218910376446,0.6931471805599453,0.6931471805599453,2
32.0,management,married,tertiary,no,4087.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.278521424165844,0.6931471805599453,0.0,3
52.0,self-employed,married,tertiary,no,4087.0,no,no,telephone,30,apr,-1.0,unknown,yes,1.0,6.822197390620491,0.6931471805599453,0.0,3
38.0,management,married,tertiary,no,613.0,no,no,cellular,30,apr,53.375,success,yes,1.0,5.493061443340548,0.6931471805599453,0.6931471805599453,2
34.0,self-employed,single,tertiary,no,4087.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.066108090103747,0.6931471805599453,0.0,3
29.0,technician,single,secondary,no,674.0,no,no,cellular,30,apr,13.0,success,yes,1.0,6.182084906716632,0.6931471805599453,1.252762968495368,2
30.0,management,single,tertiary,no,364.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.726847747587197,1.0986122886681098,0.0,0
31.0,services,single,secondary,no,181.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.786897381366708,0.6931471805599453,0.0,1
24.0,student,single,primary,no,474.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.313548046277095,0.6931471805599453,0.0,1
25.0,management,single,tertiary,no,219.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.129050210060545,0.6931471805599453,0.0,1
47.0,management,single,tertiary,no,86.0,no,no,cellular,30,apr,53.375,success,yes,1.0,5.961005339623274,1.3862943611198906,0.6931471805599453,2
33.0,student,single,unknown,no,1170.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.8664680569332965,0.6931471805599453,0.0,1
34.0,admin.,single,tertiary,no,18.0,yes,yes,cellular,30,apr,-1.0,unknown,yes,1.0,5.886104031450156,0.6931471805599453,0.0,1
36.0,technician,single,tertiary,no,197.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.564520407322694,0.6931471805599453,0.0,1
50.0,management,married,tertiary,no,938.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.660575149839686,0.6931471805599453,0.0,1
34.0,management,single,tertiary,no,1228.0,no,no,cellular,30,apr,53.375,success,yes,1.0,6.364750756851911,1.0986122886681098,1.252762968495368,2
54.0,technician,divorced,secondary,no,2156.0,yes,no,cellular,30,apr,53.375,success,yes,1.0,5.556828061699537,0.6931471805599453,1.252762968495368,2
47.0,technician,married,tertiary,no,2408.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.932245187448011,0.6931471805599453,0.0,3
31.0,admin.,married,secondary,no,35.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.423246963533519,0.6931471805599453,0.0,1
36.0,management,married,tertiary,no,393.0,yes,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.320768294250582,1.0986122886681098,0.0,0
35.0,services,married,unknown,no,618.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.858565034791365,0.6931471805599453,0.0,1
25.0,student,single,secondary,no,1608.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.499787040655854,1.0986122886681098,0.0,1
46.0,management,married,tertiary,no,699.0,no,no,cellular,30,apr,53.375,failure,yes,1.0,6.878326468291325,0.6931471805599453,0.6931471805599453,2
49.0,entrepreneur,single,secondary,no,4087.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.428105272684596,1.0986122886681098,0.0,3
47.0,blue-collar,married,primary,no,2749.0,yes,no,cellular,30,apr,53.375,failure,yes,1.0,6.652863029353347,1.0986122886681098,0.6931471805599453,2
35.0,management,single,tertiary,no,1162.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.170483995038151,0.6931471805599453,0.0,1
30.0,technician,married,secondary,no,776.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.759255270663693,1.0986122886681098,0.0,1
31.0,management,single,tertiary,no,1619.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.793013608384144,1.0986122886681098,0.0,0
55.0,admin.,married,secondary,no,139.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.488937726156687,0.6931471805599453,0.0,1
25.0,admin.,single,secondary,no,2816.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.793013608384144,0.6931471805599453,0.0,3
26.0,technician,single,secondary,no,507.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.942799375126701,0.6931471805599453,0.0,1
74.5,retired,married,primary,no,98.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.0330862217988015,0.6931471805599453,0.0,1
29.0,management,single,tertiary,no,2753.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.470799503782602,0.6931471805599453,0.0,3
39.0,management,married,tertiary,no,0.0,no,no,cellular,30,apr,22.0,other,yes,1.0,5.8377304471659395,1.3862943611198906,1.252762968495368,2
33.0,blue-collar,single,secondary,no,498.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.71042701737487,0.6931471805599453,0.0,1
33.0,blue-collar,single,tertiary,no,700.0,no,no,cellular,30,apr,53.375,success,yes,1.0,5.135798437050262,0.6931471805599453,1.0986122886681098,2
58.0,management,married,tertiary,no,4087.0,yes,no,cellular,30,apr,53.375,other,yes,1.0,6.621405651764134,1.0986122886681098,1.252762968495368,2
61.0,retired,divorced,secondary,no,927.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.059123195581797,1.3862943611198906,0.0,0
50.0,admin.,single,secondary,no,2252.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,6.481577129276431,1.0986122886681098,0.0,3
54.0,technician,married,secondary,no,0.0,no,no,telephone,30,apr,53.375,success,yes,1.0,6.642486801367256,1.3862943611198906,1.252762968495368,2
33.0,technician,married,tertiary,no,0.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.429345628954441,1.0986122886681098,0.0,0
36.0,admin.,single,secondary,no,728.0,no,no,cellular,30,apr,-1.0,unknown,yes,1.0,5.442417710521793,0.6931471805599453,0.0,1
